sentiment ,description
2,"3 -1 2 It rocksFrom editing to merging ,picsart rocks .[sentence: 1,-1] A really cute[2] [+1 booster word] app too [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Just loving[4] [+-1 booster word] it .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its a great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Really cool[2] [+1 booster word] app ..[sentence: 3,-1] best[2] eva [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 very good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] .......[sentence: 3,-1] app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Nice[2] ![+1 punctuation emphasis] [sentence: 3,-1] Cool[2] ![+1 punctuation emphasis] [sentence: 3,-1] Easy ![+1 punctuation mood emphasis] [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app ,missing stuffIt's a great[3] app but you can't manipulate[-2] [=0 negation] with pictures with ease ,needs more options and more simplified usage [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] pic art my kids do to very good[2] [+1 booster word] pic thing [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its just excellent[4] [+-1 booster word] ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 Great[3] !!!![+1 punctuation emphasis] [sentence: 4,-1] I can spend hours playing[2] with this application ,its addictive[-2] ![+1 punctuation mood emphasis] [sentence: 3,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 So cool[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 NEED TO FIX !!![+1 punctuation mood emphasis] [sentence: 2,-1] Please[2] fix the crashing ![+1 punctuation emphasis] [sentence: 3,-1] Whenever I go to draw and add a photo ,when im done cropping the photo I want to add and I press the done button ,it blacks out and then goes to the home page of the app ![+1 punctuation mood emphasis] [sentence: 2,-1] Please[2] fix !!!!![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Good[2] working great[3] it will be hood to use [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 good[2] app !![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This app is awesome[3] .[sentence: 3,-1] I edited one of my pics and it looked awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Used to love[3] it ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 PHOTO Power [proper noun] UserThis is really a Great [proper noun] App [proper noun] ![+1 punctuation mood emphasis] [sentence: 2,-1] I ,totally ,enjoy[3] [+1 booster word] using all their filters .[sentence: 4,-1] I am a photo addict[-2] and I tried most and still tests all apps that works with photo enhancement .[sentence: 1,-2] I must say \'PicsArt \'is one of my favorite[2] ...[sentence: 2,-1] I gave it a 4 -Star [proper noun] rate ...[sentence: 1,-1] only because there's one minor glitch ,such as ,if you use more than 4 filters on one photo it will not save[2] [*-0.5 approx. negated multiplier] the program at times may close on you .[sentence: 1,-1] But the good[2] news part is ...[sentence: 2,-1] you CAN retrieve the last photo you worked on in Recent [proper noun] files ...[sentence: 1,-1] to me that's a plus .[sentence: 1,-1] [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Outstanding[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 I love[3] this app ![+1 punctuation emphasis] [sentence: 4,-1] You can never be bored[-2] with it :D [1 emoticon] so many things to look and and play with [sentence: 2,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Pics art is a great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] photo editor [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AmazingI'm[3] a graphic designer and thanks[2] to this app ,I no longer need to use photoshop or even use my laptop .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 nice[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] App [proper noun] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Enormous Editing [proper noun] options ,funky clips ,and seasonal templates r t bestIt's one of the most fun[2] app ,where u not even edit but can give a entirely different feel to a photo ,that too on t move ...[sentence: 2,-1] I simply love[3] u [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Till I didn't used bt I guess it will be awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Beautiful[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 LOVE[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] and it's easy use [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] App [proper noun] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] potato [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 GreatIt[3] needs work ,but I like[2] it .[sentence: 3,-1] :) [1 emoticon][sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Mk love[3] Madhankumar [proper noun] ;-)It [proper noun] is very very nice[2] [+1 booster word] app ,i love[3] this app very much .[sentence: 3,-1] you all so enjoy[3] it ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] ,,,Its [proper noun] a nice[2] apps 2 edit ur pix [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 IT'S SUPER[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 love[3] it ,.[sentence: 3,-1] i like[2] this ...[sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I luv[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wonderful[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Extremly fantastic[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Woooowww[3] ...[sentence: 3,-1] cool[2] apps [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very cool[2] [+1 booster word] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 super[3] game [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 SexxxxxxxY[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 we could not find app like[2] thissss [+0.6 spelling mood emphasis] !!!!!!!!!![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] to edit [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] app ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its so beautiful[3] to see d end result of the picx after its been edited [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] photo editor it is he has left all cymera ,photo editor etcWhat a nice[2] software ot is [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 GREAT[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Fateh app !!![+1 punctuation mood emphasis] [sentence: 2,-1] To edit ua pics gvs a swt trendy luk i jst love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 fantastic[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Yayyy[2] [+0.6 spelling emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Niceee[2] [+0.6 spelling emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app for photos editing [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] ittt [+0.6 spelling mood emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AwrsomeGreat app just needs more frames ,backgrounds and sexy[3] clipart ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] App [proper noun] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 goooood[2] [+0.6 spelling emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 ,it's gOod[2] !,[+1 punctuation emphasis] [sentence: 3,-1] i like[2] picsArt bcOz its more fUn[2] .[sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app to edit photos [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] most [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Soooooo [+0.6 spelling mood emphasis] Amazing [proper noun] Yaar [proper noun] I LoVe[3] It [proper noun] .....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I liked[3] it vry mch ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 love[3] it love[3] it its the best[2] app ever [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Gooood[2] [+0.6 spelling emphasis] for the mobile [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesomesauce[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It's awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 ExceLnt[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 BRILLIANT[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Pics r jst amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] hooking up my pics .....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 very nice[2] [+1 booster word] app my only editor [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Works great[3] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 PicsArt is the awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 amazing[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Sexy[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] .[sentence: 3,-1] .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] n easy 2 use [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It's really good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AWESOME[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] cool[2] effects [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its really good[2] [+1 booster word] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 its awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] application [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Superb I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It is very nice[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 PerfectP[2] E R F E C T APP everything you need ,whatever filter you like[2] is HER love[3] clipart and doodles here you'll find what u want ..[sentence: 3,-1] The camera is awesome[3] .[sentence: 3,-1] But it is so so so slowly .[sentence: 1,-1] Fix that plz [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 really awesm app ...[sentence: 1,-1] love[3] it ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 GREATTTTT[3] [+0.6 spelling emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] app ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Very gooooood[2] [+0.6 spelling emphasis] [+1 booster word] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] app !![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] App [proper noun] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] ![+1 punctuation emphasis] [sentence: 4,-1] I love[3] this app ,makes pictures super[3] unique ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] app [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] this photo app ![+1 punctuation emphasis] [sentence: 4,-1] Its easy to used ,fun[2] and playful[2] things to add to your pictures ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesome[3] ![+1 punctuation emphasis] [sentence: 4,-1] I'm using the Sony [proper noun] Xperia [proper noun] M ,and it works here nice[2] ![+1 punctuation emphasis] [sentence: 3,-1] Keep on giving updates ![+1 punctuation mood emphasis] [sentence: 2,-1] ;-)[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 great[3] &excellentit[3] [+1 consecutive positive words] was amazing[3] ,i like[2] this app [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Love[3] it ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Awesooome[3] [+0.6 spelling emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Great[3] editor ![+1 punctuation emphasis] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 I love[3] it ,it makes my pics look amazingI[3] love[3] [+1 consecutive positive words] this app [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
3,"4 -1 3 Excellent[4] [sentence: 4,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
